longitude,latitude,M13_log
57.545547,-34.037888,-0.6379407565523733
57.55432,-34.039417,-0.6440819984665913
57.5631,-34.040936,-0.6440819984665913
57.571857,-34.042465,-0.6348842210042397
57.580627,-34.043983,-0.6348842210042397
57.58939,-34.0455,-0.6502611884010344
57.598152,-34.04702,-0.6471668206428753
57.615658,-34.05006,-0.6348842210042397
57.624393,-34.05157,-0.6287990351621162
57.6506,-34.05611,-0.6348842210042397
57.659325,-34.057617,-0.6318369994044779
57.668045,-34.05913,-0.6287990351621162
57.676773,-34.060635,-0.6410066631603596
57.685505,-34.06214,-0.6410066631603596
57.73774,-34.071148,-0.6379407565523733
57.74644,-34.07264,-0.6379407565523733
57.798534,-34.081596,-0.6287990351621162
57.80721,-34.08309,-0.6287990351621162
58.014397,-34.118427,-0.6502611884010344
58.02299,-34.119877,-0.6227506549505115
58.031574,-34.12134,-0.6257702722003863
58.07451,-34.128605,-0.6440819984665913
58.083088,-34.130054,-0.6379407565523733
58.10879,-34.134403,-0.6287990351621162
58.117363,-34.13584,-0.6348842210042397
58.125927,-34.137287,-0.6257702722003863
58.134487,-34.13873,-0.6287990351621162
58.143044,-34.140175,-0.6227506549505115
58.151604,-34.141613,-0.6440819984665913
58.16016,-34.14305,-0.6227506549505115
58.168705,-34.144493,-0.6379407565523733
58.185802,-34.147366,-0.6257702722003863
58.19436,-34.148796,-0.6287990351621162
58.202896,-34.15023,-0.6287990351621162
58.21144,-34.151665,-0.6318369994044779
58.21998,-34.1531,-0.6287990351621162
58.228504,-34.154533,-0.6410066631603596
58.296703,-34.165943,-0.6533651609996125
58.364758,-34.177288,-0.6471668206428753
58.37326,-34.178703,-0.6440819984665913
58.390263,-34.181526,-0.6471668206428753
58.475086,-34.195595,-0.6533651609996125
58.48357,-34.19699,-0.6440819984665913
58.49203,-34.198387,-0.6440819984665913
58.500504,-34.19979,-0.6533651609996125
58.51745,-34.20258,-0.6379407565523733
58.52591,-34.20397,-0.6471668206428753
58.56823,-34.210938,-0.6379407565523733
58.57668,-34.212334,-0.6348842210042397
58.58513,-34.213726,-0.6348842210042397
58.59358,-34.215115,-0.6379407565523733
58.602024,-34.216503,-0.6348842210042397
58.610474,-34.217888,-0.6379407565523733
58.618916,-34.219273,-0.6410066631603596
58.627373,-34.220654,-0.6471668206428753
58.669582,-34.227566,-0.6471668206428753
58.80445,-34.249542,-0.6502611884010344
58.812866,-34.250908,-0.6533651609996125
58.82129,-34.252274,-0.6471668206428753
