longitude,latitude,M13_log,threshold,granule_key,source_vnp02,source_vnp03,geometry,Dzongkhag,cluster
91.21796417236328,27.022794723510742,-0.6753670004461197,-0.676068381235629,2023106.1906,VNP02MOD.A2023106.1906.002.2023107022530.nc,VNP03MOD.A2023106.1906.002.2023107015539.nc,POINT (91.21796417236328 27.022794723510742),Monggar,0
91.20760345458984,27.014070510864258,-0.6721940873436671,-0.676068381235629,2023106.1906,VNP02MOD.A2023106.1906.002.2023107022530.nc,VNP03MOD.A2023106.1906.002.2023107015539.nc,POINT (91.20760345458984 27.014070510864258),Monggar,0
91.45472717285156,27.286766052246094,-0.07657904626491378,-0.08241930065300189,2023107.0618,VNP02MOD.A2023107.0618.002.2023107151141.nc,VNP03MOD.A2023107.0618.002.2023107145142.nc,POINT (91.45472717285156 27.286766052246094),Monggar,0
91.4559555053711,27.285520553588867,-0.07483435681185278,-0.08241930065300189,2023107.0618,VNP02MOD.A2023107.0618.002.2023107151141.nc,VNP03MOD.A2023107.0618.002.2023107145142.nc,POINT (91.4559555053711 27.285520553588867),Monggar,0
91.47610473632812,27.30143928527832,-0.08007758363456263,-0.08241930065300189,2023107.0618,VNP02MOD.A2023107.0618.002.2023107151141.nc,VNP03MOD.A2023107.0618.002.2023107145142.nc,POINT (91.47610473632812 27.30143928527832),Monggar,0
91.24916076660156,27.179393768310547,-0.2898754329551257,-0.3311142038042228,2023107.0800,VNP02MOD.A2023107.0800.002.2023107164751.nc,VNP03MOD.A2023107.0800.002.2023107162737.nc,POINT (91.24916076660156 27.179393768310547),Monggar,0
91.24071502685547,27.178974151611328,-0.3295572264156373,-0.3311142038042228,2023107.0800,VNP02MOD.A2023107.0800.002.2023107164751.nc,VNP03MOD.A2023107.0800.002.2023107162737.nc,POINT (91.24071502685547 27.178974151611328),Monggar,0
91.21150970458984,27.109081268310547,-0.8149693979730617,-0.8186301522690839,2023107.1848,VNP02MOD.A2023107.1848.002.2023108030658.nc,VNP03MOD.A2023107.1848.002.2023108025014.nc,POINT (91.21150970458984 27.109081268310547),Monggar,0
91.1953125,27.006763458251953,-0.8186301522690839,-0.8186301522690839,2023107.1848,VNP02MOD.A2023107.1848.002.2023108030658.nc,VNP03MOD.A2023107.1848.002.2023108025014.nc,POINT (91.1953125 27.006763458251953),Monggar,0
91.16510009765625,27.008451461791992,-0.8186301522690839,-0.8186301522690839,2023107.1848,VNP02MOD.A2023107.1848.002.2023108030658.nc,VNP03MOD.A2023107.1848.002.2023108025014.nc,POINT (91.16510009765625 27.008451461791992),Monggar,0
91.19173431396484,27.006662368774414,-0.8186301522690839,-0.8186301522690839,2023107.1848,VNP02MOD.A2023107.1848.002.2023108030658.nc,VNP03MOD.A2023107.1848.002.2023108025014.nc,POINT (91.19173431396484 27.006662368774414),Monggar,0
91.19947052001953,27.00615119934082,-0.8186301522690839,-0.8186301522690839,2023107.1848,VNP02MOD.A2023107.1848.002.2023108030658.nc,VNP03MOD.A2023107.1848.002.2023108025014.nc,POINT (91.19947052001953 27.00615119934082),Monggar,0
91.17327880859375,26.982027053833008,-0.8186301522690839,-0.8186301522690839,2023107.1848,VNP02MOD.A2023107.1848.002.2023108030658.nc,VNP03MOD.A2023107.1848.002.2023108025014.nc,POINT (91.17327880859375 26.982027053833008),Monggar,0
91.16561126708984,26.956649780273438,-0.8186301522690839,-0.8186301522690839,2023107.1848,VNP02MOD.A2023107.1848.002.2023108030658.nc,VNP03MOD.A2023107.1848.002.2023108025014.nc,POINT (91.16561126708984 26.956649780273438),Monggar,0
91.36494445800781,27.125701904296875,-0.7932819094938789,-0.8107078251204279,2023107.2024,VNP02MOD.A2023107.2024.002.2023108045108.nc,VNP03MOD.A2023107.2024.002.2023108043049.nc,POINT (91.36494445800781 27.125701904296875),Monggar,0
91.21466827392578,27.02884292602539,-0.8076878491052896,-0.8107078251204279,2023107.2024,VNP02MOD.A2023107.2024.002.2023108045108.nc,VNP03MOD.A2023107.2024.002.2023108043049.nc,POINT (91.21466827392578 27.02884292602539),Monggar,0
